tweet,sentiment
you and all of the dancers at ballet west are amazing. i absolutely love to watch you all every thursday. so talented!,positive
"rndm has a beef with music videos debut album """"acts"""" out on oct 30, 2012",negative
"watching on livestream tonight you guys put on a hell of a show as always, see you in binghamton ny next saturday love u guys",positive
"haha. i've got to cut down mate, not looking forward to going through the warners. might try and sort small set tomorrow vestron.",negative
"excited for all of the youth soccer teams today!!!! go get a """"kick"""" out of this saturday!",positive
"mitch steele from stone brewing, our guest on today's wilk friday beer buzz! click for the video!",neutral
"if you participated in our adult summer reading club, we've got a great program on saturday! laughter workshop:",positive
love those sun mountain bags.had fun at lough erne - roll on the grove.,positive
"in a year focused on the summer olympics, winter olympian received a win of another kind on august 23 read:",neutral
blue news: today i am going to dry out the show gear whilst the sun is out. it got very wet at the great yorkshire show,neutral
barbarians tonight for the mighty men of in makerere university. and what a powerful message from sunday to get stuck into!,positive
we're stoked to announce that our brothers in have been added to the show on january 4th at rum runners....,positive
amazing football with tons of thanksgiving leftovers is making for the laziest saturday of all time,positive
another event coming up soon for poe august 4th & 5th at pomona fairplex. will fill you in soon!,neutral
cool out mondays goes down tomorrow night at the gin mill... 10-2 grown folks only!!,neutral
2nd dyz - acid black cherry - dir en grey - dog in the pwo - kiryu - maximum the hormone - nightmare - plastic tree - satan -,neutral
"the curse that is sunday mornings at the nationals strikes again, drew 1 - 1 with barbarians but finish top of their league.",neutral
happy veteran day..to the wonderful men and women who served our country..it may be a tough job..buts it for the love if america..god bless,positive
perfect for the week that contained international talk like a pirate day (19th)... arrrghhhhhh!!!! :-) x,positive
so i've been sat watching the junior champs not realizing the london grand prix was on -.-,neutral
i'm coming to see you you at westfield parramatta on saturday!! soooo excited!!! xxx,positive
"seeing the nekromantix on thursday.. i shall wear mufe moulin rouge lipstick & my pug jack-o-lantern necklace, all thanks to !",positive
mt : sculptors! have you submitted for new art park on telegraph & 19th in ? 36 hours left!,neutral
de la soul's eye know playing in pret - the perfect monday tonic!,positive
my cousins are coming up later for the runrig concert tomorrow nights. haven't seen them in months,positive
"nearly mid-october...best dust off the old misfits, nekromantix and nerve agents mp3's ready for their token halloween week listening",neutral
"gc event update: friday's event fire in the ashes, with jonathan kozol & brian jones, has been cancelled.",negative
"today's thermomix creations, vanilla fudge for the scout fundraiser, moggill markets this saturday, bread rolls for lunches tomorrow!",neutral
"nekromantix, the black rose phantoms, the spoofs and clownvis will be performing at the house of blues on dec 21! i got 4 free tix! lets go!",positive
sunday's stage is one for sprinters - who will be way down the classification so no threat to maillot jaune.,neutral
"yep, it should be pretty good. did you see our interview with morgen about crossfire hurricane?",positive
"bizarre fact: remembrance sunday (tomorrow, peeps!) shares the record for joint longest televised annual event with the chelsea flower show",neutral
i hope my better half is feeling better today! i will be so sad if we can't climb mount snowdon tomorrow! was so looking forward to it!,positive
vermalen and in defence! belgium are going to be difficult to score against when playing their 1st back 4,negative
watching nightmare before christmas for the first time in a long time. it holds up but i may be biased cause danny elfman sings the songs.,positive
i believe i just got ur msg. so chill out.... splash dance happens every thurs night at surrender. its a pretty good party,positive
veteran day video makes me think of 5th grade,neutral
"i will be tapping stone brewing """"enjoy by ipa"""" tomorrow at . we've got till 12/21/12 to drink it.",neutral
catelynn looked like a straight up street walker the 1st season of teen mom.,negative
"today is 1st day in school.. wish me luck, maite!!!",positive
"arr! last wednesday, on international talk like a pirate day, some pirates invaded mobius for a day of pirate science!",negative
mr blue sky to make this friday even more awesome. quickly followed by eagles of death metal.,positive
"my piece on mehdi hasan & abortion on : """"yes, being pro-life does make you less of a lefty""""",neutral
"well, i guess this is the last monday i can blame gin mill for my hangover.",neutral
"check us out airs every friday on the cw network and covers charleston, sc to brunswick, ga",neutral
if anybody's in the lechlade area on sunday lunch time come and watch my band et al play at the riverfolk festival.,positive
just finished watching the 1st season of breaking pointe (new tv doc about ballet west) and was pleasantly surprised. what did you think?,positive
i want to go for dance on friday but it seems like i can't because it's nurses day on that and we can't skip it! nuuu. hais.,negative
i like that idea hehehe. interlaken is fun but we may see the tweaker again....we'll bring protection.,positive
"wetherby reading club. 11 sept, 2.00 - 3.30pm, wetherby library. places are limited. please contact the library for details: 01937 583 144",neutral
"tomorrow is international talk like a pirate day. drink some of this, and the heart of the fair maiden will be yours!",positive
on deck! friday morning with da bro and best friend the gin mill,neutral
"lol rt :the fact that almost all the""""styled to rock"""" candidates are on twitter who's ready for stalking?they may spoiled a lot?",negative
i think i may have a slight (um maybe a severe) addiction to the vanilla fudge quality streets. they're irresistable,positive
just found out about binghamton ny next saturday - can't wait! :),positive
june 15th is now and forever going to be matt cain day in san francisco. and they gave him a key to the city. wow.,positive
"finally replying! in brac at the moment, moving onto hvar wed , den dubrovnik fri, and fly home monday!",neutral
youth soccer continues this saturday. check with chandra farnsworth if you need schedules and times.,neutral
did you know september 19 is international talk like a pirate day? and a mighty fine day it is mateys! arrrrrrrrr!,positive
"next meeting - tuesday, nov 27th at 7pm at the creative alliance. see you all there!!",positive
rival schools has just announced their australian tour dates this september. tickets on sale june 15.,neutral
model search tomorrow between 9am-12.30pm at westfield parramatta. applications available on the day.,neutral
very disappointed to learn that the great yorkshire show has been cancelled . had planned to go tomorrow.,negative
fact: trying to escape the bed in the morning may require some expertise in jiujitsu.,neutral
i'm finally going to get to see rise against! who else is going to riot fest on saturday?!,positive
can't wait for tomorrow when some of my liverpudlian family arrive for the bank holiday weekend! :d,positive
everyone in the summersville area come watch our game tomorrow at nicholas county!!,positive
so excited you're coming home tomorrow! love you mitchie.,positive
thank you baltimore for a great holiday heap! my best ever today! join us tomorrow at the creative alliance 3134...,positive
"i'm going to sing different summers on monday, by mitchie torres/demi ..",neutral
"just watched pulled apart by horses & band of skulls, & am about to see eagles of death metal! 19th birthday shenanigans",neutral
the best thing about veteran day tomorrow: the kids are off from school so i can sleep until 7:45 :),positive
"getting ready for knollwood p.s. bazaar, tonight and tomorrow! details, see here:",neutral
antonio carluccio may tweet about going to the dentist and napping but i still love him.,positive
"veteran day is on the 11th, remember to thank a vet or soldier for the fact that you had the right to vote on tuesday.",positive
"in related news, there were no subs for the red stars to start the 2nd half. no lightning updates yet...",neutral
okay?! omg! ill do it tomorrow! and baby boom! hahah xd i promise! :),positive
$1 daiquiris at rum runners tonight and i don't have class til 2 tomorrow..... yesssss!,positive
"found footage festival: hey, whatever happened to that vhs tape?... sunday, september 9th, the creative alliance...",neutral
i just noticed mysa squared us in our friday game (-__-),neutral
climbing mount snowdon on sunday for with 6 young people from a home....anyone want to sponsor me,positive
been to the remembrance service - now out delivering in support of for thursday's police and crime commissioner election,positive
that's the 2nd best programme i've watched all week. jimmy mcgovern knows how to make drama,positive
"new at forum: ferry from dubrovnik to hvar: hallo, we want to travel from dubrovnik to hvar on sunday 1...",positive
this just in!!! i will be performing in the nina tribute show this friday at the creative alliance!! as a special guest of jonathan gilmore,positive
brilliant that the edinburgh derby is at night on the 3rd! can't beat the atmosphere of these games under the floodlights,positive
the view of the clubhouse from the 1st tee at lough erne yesterday! best parkland golf course in ireland.,positive
gators soccer wins 12th sec title: the three points earned put florida on top with 33 ... youth soccer,neutral
"tonight, light up the night at our 2nd edition of neon night light. bring out those bikinis and splash dance! <3",positive
what is going on young man! teamltd misses seeing u on monday's at the kee for our 'casual' drinks. catchup in toronto soon,positive
"psyched that jeff shaara just released the 1st of 3 new books! """"blaze of glory"""" about the shiloh & the western theatre of the civil war!",positive
i want to go to grand bend for may 24,positive
"got my sunday sussed out start with russian game,mk dons,edinburgh derby for starters.!",positive
on wednesday we welcome chef and restaurateur antonio carluccio to the store to sign copies of his new book.,positive
"locked and loaded for igtoa this weekend at lough erne, home to lk tonight playing tomorrow forecast looking good!",positive
i love the new antonio carluccio show on sbs. beautiful food in gorgeous liguria italy. watch it every thurs 8.30pm.,positive
pussy riot: are you sure? barbarians defended | herald sun andrew bolt blog,neutral
going to warhorse at the winspear opera house tomorrow. really really excited! anyone else seen this?,positive
finally made it back from french storms to luton sun. and in time not just for acting debut 9pm but jimmy mcgovern on 215pm,positive
"made vanilla fudge, tastes incredible, making chocolate but stopped cus it got late, finishing it tomorrow :d all for",positive
"tomorrow bradley wiggins will break the record for number days in the maillot jaune for a british rider, beating chris boardman.",positive
"2016 summer olympics will be in brazil, the 6th largest economy in the world. crazy fact: fewer than 15% of roads in brazil are paved.",neutral
catelynn and tyler from teen mom are apparently going to be at bethany tomorrow! looks like i'm going snooping...,positive
"this sat., i'll be at the whole earth festival in davis, ca. chatting with kim stanley robinson about sf and the environment, from 1-3pm.",neutral
highest accumulations from snowsqualls tonight to tomorrow would be between bayfield and grand bend along hwy 21 & se to stratford,neutral
same here in detroit. come out to gin mill on saturday if you're bored. mark's in town too. we're going to partay...,positive
i think i go tomorrow. cuz im on my way to my dad first cuz i have no money to go to interlaken t.t i just hope hes there tomorow,negative
"have you been watching crossfire hurricane, the documentary, last 2 saturday nights? superb.",positive
"relax, you can now concentrate on finishing 4th and which one of wilshere, carzorla or vermalen you want to sell to city.",positive
"you want to see wrestling in binghamton ny, then get your tickets for this saturday as 2cw returns to the american legion post 80.",neutral
"every time i see a runner slide into 1st, i see kenny lofton laying on the ground, arm limp like a dead fish.",negative
still got halloween candy?: you may be priding yourself on the fact that there's still halloween candy h...,positive
one for 3rd eye arsenal v olympiakos vermalen falls off the crossbar into the olympiakos goal around 60th minute,neutral
lots of appointments booked in for shaun's trip to the satellite office in haltwhistle tomorrow. its good to keep him busy!,positive
2 hours and 15 minutes away from utah and alaska. come on over to the maverik center for friday night hockey. it's always a good time!,positive
super pumped to celebrate with my k/1st graders who made it through summer olympics: training in truth,positive
thanksgiving leftovers loses its appear after the 2nd day... gotta find some otha shit to eat today.,negative
hi jessica--looking forward to having you do your ijnet chat on tuesday. hope you saw maite's email.,positive
"a love affair with alliums - vancouver sun: a love affair with alliumsvancouver sunat the chelsea flower show, w...",neutral
"i've not read mehdi hasan's article yet. when i do i may owe some people an apology. however, we need to keep in mind the role of religion.",neutral
"climbing mount snowdon tonight, have a feeling a may need crampons, can someone ask if he has any spare i could borrow?",neutral
"clear the day this saturday pepper, i'm going to kiryu.",positive
"flying out on the 24th arrive at 4pm, straight to circoloco then cocoon heroes!",positive
may be leaving in may to tour canada with of temples ;). beckley / summersville shows the first of the year aswell. see you guys soon!,positive
happy veteran day! back in the day! 2nd 75th ranger,positive
hope you all tuned into the chelsea flower show - some of the exhibitors will be at the kent garden show beginning on the 2nd of june!,positive
we are blessed with the writing of jimmy mcgovern in this country. long may that continue,positive
watching this u10 tournament on the at mysa really shows how much 1st touch and possession go hand in hand - for my hs team too! :),positive
sucks that i left warners after they sign one of the hottest uk artists can't wait to see her live in march!,positive
"come see the performing arts institute performance of """"west side story"""" at the kirby center in wilkes barre pa on august 2 and 3 at 8 pm",neutral
fighter fit camp tomorrow at 11am!!!! 1st timers are free!!!! open mat jiujitsu at noon. it's going to be a...,positive
did you enjoy rock im park? :) i was at the front = so epic! see you tomorrow in berlin! any surprises? ;) linkin park rocks! :),positive
who else is going to see catelynn and tyler at anthony hall on thursday?,neutral
"it's decent but not +3 standard yet, teeing it up at mj on monday. how'd you play at lough erne?",neutral
uber socialist mehdi hasan on panel for 5th time since - more than any other panelist. does he have a season ticket??,neutral
fantastic. best book my taxi from there to lechlade now haha! going to be a great week! you about after work next tuesday?,positive
mpg may soon be on cw's ! watch every thurs to go inside ballet west & let us know on fb if you spotted us!,positive
"i'm going to citizens for public schools, inc. - jonathan kozol 30th anniversary cps lecture - go signup!",neutral
who's going to be our penalty taker next season? i'd go for vermalen or cazorla 3rd choice podolski,neutral
"blue murder's 1st album. 6 degrees of separation with whitesnake, king kobra, vanilla fudge and rod stewart",neutral
"click """"like"""" if you're excited to hear our copper river salmon special! check back tomorrow, 5/25, for more...",neutral
"tapatio lemon chips, thanksgiving leftovers and pimento cheese ...: if it's friday and this post is going up, it...",neutral
jump in your car now! tomorrow is the last day for star wars weekends!,neutral
friday's poll question: what are you most excited for at the red earth festival...?,positive
9 months from friday there is going to be another ginormous baby boom,positive
limaland motorsports park tomorrow night to watch the woo light it up.. then heading to eldora speedway for the...,neutral
"mrs splash can't wait to meet everybody for the early years dance workshop, sunday am at splash dance. thanks",positive
who wants to go see catelynn and tyler from teen mom with me on thursday???,neutral
what i just realized re the date it came out here in the uk matched the day jill set off to escape raccoon city september 28th,neutral
the youngest person at the main dining room at knollwood right now may be 85 years old. i feel like a new born,positive
barbarians 29 ireland xv 28 - highlights - the barbarians defeated ireland 29-28 with a last-gasp penalty on tuesday...,neutral
"don't forget brad has got maillot jaune. he may have a long way to go yet but can do it, and we have cav too..",positive
"2nd half couldn't cope. they kept coming at us, shalke crossed, vermalen turned it in..we were playing so well till just b4 ht",negative
bryan's australian tour is on april 2013 i just bought the tickets yesterday for the sydney concert are you going?,neutral
"if danny elfman, john williams & walter murphy all died tomorrow, who would write all the film scores for hollywood?!",negative
good night everyone tomorrow is the last day of star wars weekends :( </3,positive
do you watch styled to rock? fucking lav it! oh also let's do something on saturday then i'm going back to sheff :) x,positive
lance dehm racing qualified 11th of 130 cars at the ump fall nationals hosted at eldora speedway. click here for photos,positive
"marginal gains wins le tour - wins maillot jaune, wins on the champs for the 4th time",positive
"i saw him at soundset, not a bad show. he is headlining with har mar superstar.",positive
"i'm fuckin joel skinners daughter! """"you mean the same asshole that held kenny lofton at 3rd in game 6 of the alcs""""",negative
im only going to interlaken on the 17th. yeah sia i am always hungry here omg,neutral
this weekend we have circoloco but bricky is deffo the one on a sunday. camden is decent too!!,positive
remember i was telling you about catelynn and tyler coming to my school well they are coming tomorrow,neutral
"you know when in hat yai, when there's no access security, there may be people knocking your door late at night offering 'services' $_$",negative
"brad miss 5th pen, vermalen to draw and go sudden death! but he misses and bradford are thru!",neutral
"if you're going to star wars weekends tomorrow, come see me at my very last event signing! come say hello and get some vinyls signed!",positive
"lol i mean i would go, but it'd be a lot harder for me... lol just come back to ohio june 18th& we'll see them in columbus :)",positive
"on a break from the law world ... at roskilde festival, soaking up pre-fest sun and writing a piece on danish ethos !",positive
pro tip: don't attempt to visit the blackpool illuminations in a car on the first saturday evening of school half-term holidays. gridlock.,negative
david sedaris at winspear opera house on april 23. buy tickets before they go on sale to the general public tomorrow.,neutral
it's baby boom friday and the sun is shining for our location/adventure sessions today :) baby boom at jm style...,positive
sun is setting in sarajevo. split and then hvar next in the plan :-d,neutral
"you can catch these guys performing late night at the gin mill and grille in northampton, pa this friday!! this...",neutral
going to be heading out tomorrow to check out the earth festival in davis,positive
absolutely bro!! comin back to ohio june 5th - slumber party in the living room at tnation?!,positive
looking forward to the tomorrow in grand bend! see you there,positive
"hey regina, i thought you may like this on bbc rolling stones: crossfire hurricane: part two tony",positive
massive good luck to everyone doing the tomorrow & at ironman wales... let's help them do some epic fundraising!,positive
only just got round to watching the 1st half of crossfire hurricane. have come to the conclusion i was born in the wrong era,negative
"don't miss author jonathan kozol's event the union square b&n tomorrow, 8/29 7pm! click the link for more info:",positive
it's not all about football. how about a spain v italy cook-off between omar allibhoy and antonio carluccio on sunday?,neutral
the day after soundset is the day i find out where i didn't put sun screen.,negative
just started an game as hibs. beat hearts in the edinburgh derby in my 2nd match:,neutral
blackpool illuminations are the the biggest temporary light show in the world. this is between 31 august - 4...,neutral
saturday saw the 1st xi win and go joint top on points with lechlade. 2nds and 3rds both abandoned!,neutral
"thanks, see you at warners tomorrow!",positive
did you guys see a guest appearance by mitchie on the x factor wednesday? is always on her a game,positive
"""""and i waslike omigod! fire! and then i waslike omigod? you know? fire? and i was likeah may zing you know..hang on? texting""""",negative
did you miss the espy awards on wednesday? check out the amazing tribute video to pat summitt. rocky top books...,positive
"happy nurses day! today kicks off national nurses week which ends on may 12th, the birth date of florence nightingale. it is...",positive
"we also wrap up our discussion of the summer olympics, present our weekly box office report & discuss how 2 of nbc's fall shows may be doa.",neutral
"sun going down over lough erne, beautiful.",positive
psa it's my girl 21st bday and were at rum runners celebrating come thru and show this fine dg some love,positive
no where yet i just moved back i gotta go enrole tomorrow but im about to go to grad connect.,neutral
come see sac ay lait this friday at the creative alliance!...,positive
"a 355-pound woman works to lose weight so she can start a family on , abc sunday at 9pm",neutral
and the filets!! 1st copper river salmon of the season!,neutral
"made it to interlaken, switzerland. going canyoning tomorrow!",positive
or i may have to invest in an eyebrow pencil and start speaking with a liverpudlian accent. what to do?,neutral
"awesome! i've tried 9 new beers this weekend, & i'm going to stone brewing tomorrow! :)",positive
"green bay packers at the espy awards: july 11, 2012 3 of my favorite people !",positive
that game saw kenny lofton clinch the pennant for the giants with a single to score david bell in the 9th.,neutral
"happy hour time with my favorite coworker/genius is here! after wine she is going to symphony and me to art park 1st friday,life is not bad",positive
"check out some recently tagged photos of art from the san diego county fair (del mar fairgrounds), all thanks to...",neutral
whos prob going to see 1d in concert in ohio june 18th ? this girl ;d,positive
"i don't care what you say but no tuesday can start without a blast of jon bon jovi's """"blaze of glory""""",negative
you weren't expecting him to lose were you?? good luck in tt monday! get back the maillot jaune!,positive
"download of the wkend. just coz runrig are playing in inverness after game tomorrow. """"dance called america - live"""" by runrig.",neutral
in the news! the ballad of emmett till in mysa by deborah martin. see the final performance on sunday 3:00....,neutral
she is the new member beside danee. the 8th member.,neutral
"c'mon get today out the way & its yours, the maillot jaune will stay on back & history will b made",positive
"almost in binghamton ny, on our 3rd driver. i beasted the 1st 8 hours 1.5 hours to cooperstown",positive
"my magic cell phone just said """"espn sportscenter - watch the 20th annual espy awards on espn"""" ... i'7m0bv",positive
think i'm going to mount snowdon and to bangor tomorrow ... exploring wales! :d,positive
"ballet west reality show raked in a million viewers, may be canceled: in the wake of the success of films such a...",negative
"in other news, tune in to tonight at 11.30pm for """"take 5 with slash"""" > australian tour goes on sale friday 9am",neutral
have an extra ticket to see rndm on saturday in d.c. anyone want in?,positive
me and my 8 yr old daughter can't wait to see you at blackpool illuminations on friday :) x,positive
well i think rowena kent's new man gets the warners thumbs up!! lets see what your made of tomorrow night richard...,positive
today is the 5th annual kosa memorial ride in memory of scott luley. sign up at gin mill between 11& 1 last bike out at 1 last bike in at 5,neutral
a player appearance will be taking place tomorrow at westfield parramatta. all the details are here:,neutral
i really liked it actually :) may not be happy that miley's back but it's understandable why mitchie would take her back,positive
"fire in the ashes: 25 years among the poorest children in america by jonathan kozol comes out tues, avail for pre-order",neutral
"you know it cost $900 to be in miss teen usa? i was like """"so... you want me to pay $900 to be in a pageant that i may or may not win?""""",negative
short week at the tdr shop in nc...tomorrow we will head to eldora speedway for the 42nd annual running of the...,neutral
photo: matt cain accepts a key to the city and gets june 13th named for him! matt cain day!! (taken with...,neutral
at the semis of us national cups. red stars keeping the suspense down 0-1 in the 25th. c'mon stars! [pic]:,neutral
homecoming weekend in statesboro and we will be playing at rum runners friday night... bring it!!,positive
"amazing day in lechlade with everyone, watching the guys act like littles girls when they were in the river and catching a bit of sun :)",positive
historic moment for binghamton ny the sun came out,positive
"i would love to see all my friends and fans tomorrow at the polish festival , we will be starting at 4:00pm and...",positive
sports-soccer-home: youth soccer program. pre-k through 8th grade. soccer is the world's most popular sport and ...,positive
fireworks finale at the 2012 san diego county fair at del mar. video from my phone:,neutral
tomorrow is international talk like a pirate day. have i left it too late to become fluent in somali?,neutral
"writer keith giffen will take on threshold, a new ongoing series launching in january that explores the cosmic ...",neutral
"photo friday: kurt shot this image at the winspear opera house, downtown dallas...",neutral
"10 best ideas of the week: the espy awards, 'project runway' 10th anniversary party, calgary stampede",positive
"oh, and it is stone brewing night at the on september 22. 32 stone beers on tap.",neutral
"niki & the dove make a beautiful performance of """"tomorrow"""" and """"dj, ease my mind"""" at roskilde festival",positive
"fuck you bitch . mitchie made me , she was like """" c'mon drew she's cute """" .",negative
giveaway time! reply with your favorite letter for your chance to win tix to rndm in the mainroom tomorrow night,positive
"got fiends throwin up on themselves like willie beamon. any given sunday, gunplays optional. however a nigga want it like soul la soul.",neutral
"lil sis is going to bed late as she has an inset day tomorrow and wants to watch styled to rock, not got the same ring to it x",neutral
"it's saturday in the bay and our shop is open from 10am till 2pm. our amazing intern, melissa is art park",neutral
