tweet,sentiment
we're playing hull tomorrow and arsenal haven't put a picture of the fa cup on the programme cover. chance missed.,negative
it's almost time for the new ft50 to reveal itself. we launch the new car tomorrow at toyota racing new zealand....,neutral
the 2nd season of arrow is on netflix now though! time to binge watch it.,positive
ebola nurse may have been sick before taking the plane,neutral
"kobe bryant, lakers to make preseason returns monday vs. denver nuggets kbnews",neutral
toyota hybrids but keep busy credits-buy up in the past december 1st: vmplplfdr,neutral
"for the first time in about 4 months, i'm spending my friday night at home watching netflix and not wearing pants",neutral
"3 years ago tomorrow i was on my way to forres for the first time to meet liam's family, so many memories are flooding back aw aw aw!",positive
"its been a good year for you """" : every episode of friends is coming to netflix on january 1st """"",positive
i'll just stay in & watch netflix & then just go out tomorrow.,neutral
"brian mcdermott say """"there's never a bad day when your in charge of leeds united"""" on soccer sat!",positive
the thing i'm most jealous of ab miley is that she got rapped ab by jay...nearly marrying liam is a close 2nd,positive
g oh d i'm going to get my daughter tomorrow we going shopping i miss my baby plus christmas coming up i have stuff to get together,positive
"[peter sat up and jumped out of the toyota, meeting at the entrance.]",neutral
"on october 17, 1963 the recorded audio for the beatles' christmas record.",neutral
thank god pl football is back tomorrow. cannot wait for the arsenal game even if we are playing with a fraud defence,positive
"how to get over a breakup: watch gilmore girls. after lorelai's 2nd or 3rd breakup, you're good to go.",positive
girls frosh volleyball hosts alton freshman invitational tonight and tomorrow at ahs. play begins at 4:30pm this afternoon. go redbirds!!!,positive
"with arsenal in the middle of a major injury crisis, who could they sign in january?",neutral
i just sat here and watch snap about kobe bryant i'm too done should know better,negative
such a lovely table decoration for a special night!!! may you smell christmas??,positive
"picking up my rolldawg from lax tonight, & then taking my manager to lax tomorrow..my car has taxi on it !? lol",neutral
"selena' new album will be released on 24 november. information goes, that his title will """"for you"""".",neutral
nollywood rising with october 1: kunle afolayan is the most important ambassador the nigerian government does ...,positive
by southwest 737-8h4 getting ready to fire up its cfm56's. i'm so excited about going to lax saturday...,positive
welbeck 2nd goal vs galatasaray had that been rvp do you think he gets away?,neutral
i think i'll do a niall spam now but that will be the last one for tonight i'll continue with liam and zayn tomorrow,positive
shutup you fat inbred hypocritical slut. i hope you and everyone who works for the sun get ebola. you fat pig.,negative
join toyota at igem this sunday. on display is the concept car ft-bh. want to know more? click here:,neutral
steve bruce will overlook his returning internationals if they show signs of fatigue ahead of hull city's clash with arsenal on saturday.,neutral
going in at five tomorrow morning just for an hour earlier finish. things i do for leeds united... and my liver.,neutral
if selena will release the single next monday with taylor's new song she can kiss on itunes goodbye,negative
i love how my tweet about the game tomorrow is now being retweeted/favorited by a bunch of ahs students and even a schs student,positive
agreed. but another sec loss makes it awfully hard for the tigers to play in the georgia dome on dec. 6. two more: lights out,negative
"aaand is 1st to break the seal on christmas marketing this year. should have guessed from the ppl who brought u """"cyber monday""""",neutral
arsenal's season is a mess. they're losing the battle for their favourite 4th place position,negative
"october 1, well directed, superbly short, excellent costuming, good acting, edge of the seat plot... a must see. big kudos to kunle afolayan",positive
special gala at work tomorrow. gonna be a busy day...,positive
going down to sg on 31st................scape has a halloween event on that day.. ....halloween..,neutral
still havnt got my 6months netflix subscription from the 28th of august....,negative
big brother 9th! u gonna check out that bears vs. falcons game down there in the georgia dome 2morrow in atlanta?,positive
"omg play on monday night football, times makes me kill my self right now.. f*** off you liverpool, city, arsenal and chelsea",negative
"blood moon: blood moons: decoding the imminent heavenly signs: """"the sun shall be turned into darkness, and the moon i",neutral
i am so excited for tomorrow's gala its gonna be awesome like everyone are going to be dressed super chic i feel like an adult,positive
: every episode of friends is coming to netflix on january 1st damn i want netflix heere tooo,positive
some halloween makeup i did this morning. can you guess what character? happy friday y'all!,positive
"down 27, why not bring kobe bryant and carlos boozer for the 4th quarter. why not.",negative
after the blood moon comes the pumpkin sun via,neutral
: selena's greatest hits album is set to come out november 24th and it's called 'for you'. i screamed,positive
"in october 1, kunle afolayan delivered what's arguably the best film out of nollywood yet.",positive
"but with poverty defenders, midfielders from galatasaray and olympiakos and a captain that works as cancer in your team, you may expect to",negative
"black friday week is going to be crazy. iggy, nicki, 1d, selena, eminem and i know i'm forgetting someone ???",positive
i think i'm going to spend the rest of my friday night watching netflix,neutral
at midnight on a friday night i just realised melissa mccarthy is the adorable friend on gilmore girls...mind blown.,positive
"references 3. just the facts june 25, 1961 ref 3 los angeles international airport (lax) 3.",neutral
come and watch the future bees this saturday as the youth team take on leeds united at jersey road at 11am. then...,positive
"selena's greatest hits album is set to come out november 24th, & it's called 'for you' it'll include 2 new songs & 4 old songs she's done.",neutral
the coast guard has ended its search for a third man who was on a boat that sank near the entrance to the sakonnet river on thursday night.,neutral
still haven't watched the 2nd episode of ahs yet dear lord,negative
"aside from the cl final of 05, the 07 game against arsenal, 2nd leg was the most stressful game i can think of",negative
"looks like we may sell borg to either fenerbahce, galatasaray, or besiktas they are all interested knowing that if he",neutral
fan group's campaign to end the voucher scheme for trip to leeds united in february - see tomorrow's south london press,neutral
"february 8th: cleveland 147, los angeles lakers 79. kobe bryant looked angry a lot in this game and byron scott started weeping in the third",negative
"i could prattle on about 90s music all night long. radio head, weezer, green day, stone temple pilots, the offspring, 3rd eye blind",positive
i may or may not have been watching gilmore girls for the past 3 hours. i may also have burnt all the water out of my pot of carrots.,negative
why am i only just watching 25th anniversary gala now? can't wait to come back to the uk to watch it again in the new year!!!,positive
"on the bright side, if selena's greatest hits album thing is actually coming out on november 24th, i already know what to ask for my bday",positive
"in an exclusive extract from amy lawrences new book, invincible, the arsenal manager talks about",neutral
"look: move over blood moon, here's the pumpkin sun",positive
"em so excited for tomorrow, gala with friends after exam. whoop!",positive
: our weekly dive into the toyota archives: every thursday we take a look ...,neutral
if twaimz vines himself dropping ass to the ahs freakshow song every wednesday im content,negative
may get a visit just after christmas as i have more free time. take care.,neutral
leeds united take to the field against valletta of malta in uefa cup 1st rnd 1st leg 19/9/1979!!!,neutral
"also he """"won"""" his 1st world heavyweight championship with some assistance from in the georgia dome.",positive
"why your hospital may be unable to stop spread the spread of ebola, by ray kurzweil ttp://",negative
"if this is where they are today, if this is how much he loves louis right now, then liam can't even imagine how good tomorrow will feel.",positive
arsenal defensive crisis: seven players that arsene wenger might turn to during the january transfer window,neutral
from my recently viewed list i can see my dad watched the entire 1st season of gilmore girls on netflix yesterday,neutral
tomorrow is going to be an epic day of football for a few reasons... firstly because of galatasaray vs fenerbahce!,positive
1st i was fishing 2nd i was talking about the galatasaray game,neutral
insomniac was the first green day album i heard... '95? i think. i was in 7th grade...,neutral
"i just finished watching the movie october 1st, a kunkle afolayan's movie fanstatic performances by veterans...",positive
"we don't just celebrate halloween on friday the 31st, we celebrate it all weekend! 4 nights of frightfully good...",positive
tomorrow's plan: climbing with liam. homemade mini pizzas for lunch. hangs with janet & dani. dinner & movie with liam. then the following.,neutral
"my obsession with american horror story is real , i may be in love with tate.",positive
happy thursday! northshore toyota has tons of cars in stock with your name on them! come on by!,positive
why the retail industry may struggle to deliver this christmas: vehicle fleets under pressure:,negative
tonight may be the night when i finally expose myself to the gilmore girls hysteria,negative
"american horror story's third season is out on monday, so here's a photo of the blu-ray.",neutral
who's ready to rise up with jett and i this sunday? atlanta falcons at georgia dome,positive
hopefully catching up with liam and cleo tomorrow!!,positive
"i think it may have been subbed by bates. """"conor heffernan discusses the bizzare world of leeds united owner massimo cellini""""",negative
"selena's greatest hits album is set to come out november 24th, & it's called 'for you' it will include 2 new...",neutral
may the gods be praised. i love netflix.,positive
"ptbo will be completely transformed nov 1, don't miss out on the gala of the season!",positive
"kobe bryant looked like his old self against the jazz during a 119-86 loss on thursday, making 10-of-23 from the field and 7-of-13 fr...",positive
"i miss you too! i'll be at su sunday to watch the lax game, come with me!!!",positive
if i wanted to see a falcons game i'd go to the georgia dome. america's team should be on television every sunday.,negative
today is friday which means that i'm 8 hours away from spending the next two days watching netflix in my pjs.,neutral
"i've been watching that american horror story, only on the 2nd season but it's really quite good. definitely my kind of show.",positive
they don't have the 2nd episode of ahs on demand so i'm gonna watch the 1st episode again. lmao,positive
"i'm not sure what the protocol would be, given airport security, etc, but you make the arrangements at lax and i'll go tomorrow.",neutral
why oh why did i drink three cups of coffee to stay up binge watching gilmore girls when i have to be at the gym tomorrow at 10:30,negative
did you watch the 1st episode of american horror story yet so you can understand why i refuse to watch the rest of it ?!?!?,negative
halloween treats & prizes from 27th october - 2nd november kids get free halloween nail art & sweet with every...,positive
"make plans now to join us in december for christmas concerts in north carolina, maryland and florida. share the...",neutral
toyota townace-wed on the ex parte lever pertinent to toyota: cehod,neutral
"obama is a ditherer. (or you can call him a deep thinker. both correct.) but for the love of ebola, do something.",negative
10/17 is today right? yall know that means it's my boy liam's 2nd birthday. gotta blast the bricksquad music for young bricksquad.,positive
nollywood rising with october 1 kunle afolayan is the most important ambassador the nigerian government does no...,positive
i'm taking my uncle to lax tomorrow and can't decide if i want to go there or dunkin donuts after i trip him off lol.,neutral
looking forward to the leeds united game tomorrow on sky sports at 7:30,positive
"emile garuba joins michaela and jerrilyn in-studio on the to review kunle afolayan's latest film, october 1.",neutral
the color orange is 50/50 in my mind. 1st the good: orangutans & the netflix show. now the awful: boehner's face & trump's hair.,neutral
hnng pokemon oras came out. i told michael to get it for me for christmas. i may save him the $30 and buy it sooner ;-;,positive
so apparently i'm going to brookie's halloween party tomorrow....,neutral
just watched the whole 2nd season of ahs in less than 24 hours. i'm not even ashamed.,positive
movie review: october 1 is a shining example of rising kunle afolayan is the most important ambassad...,positive
"liam and woody on set of at florewood state park in greenwood, the october 14th.",neutral
alright that was the last one for tonight i promise i'll do zayn and liam spams tomorrow. keep voting!,positive
"i'm 20, it's friday and the only thing i've got to look forward to today is going on netflix and watching season 2 ep 9 of gossip girl",neutral
"tomorrow night we will be at the jolly miller, fareham and unless you want to miss out on one of liam's famous...",positive
kobe bryant ranked at number 40? hope he proves this ranking wrong. lots of respect for him! one more reason to wait for oct 28th.,positive
happy friday: a health worker who may have had contact with ebola is on a frigging cruise ship,negative
i remember in 6th grade when i was in love with green day and my mama bought me like all their albums lol she was the real mvp,positive
sat behind on the flight to lax tonight. go buffs!,positive
"blood moon returns early wednesday, and this time it's bigger fyi",positive
"chris hemsworth at lax, october 15 in my house??? on this day??????????????????",positive
"selena's greatest hits album is set to come out november 24th and its called """"for you"""". then she's signed with interscope record (finally!)",neutral
"i may be biased, but i think toyota makes the best vehicles. i have driven lots but for the money...",positive
"am telin you"""" : kunle afolayan is under-rated aswear down! october 1 is the movie to watch. """"",positive
"well obama, you sat on your ass, eblola is gaining ground as is isis. ebola is striking, next is isis on us land u call yourself a leader",negative
american horror story marathon because i'm going to fail my test tomorrow :),negative
kunle afolayan at his very best with october 1....just saw this best ever 9ja movie with ....awesome awesome movie right there.,positive
"gamlingay green day is tomorrow, 18 oct, 10am at the ecohub. full programme at . see you there!",neutral
"biggest, brightest lunar eclipse of the year will bring a """"blood moon"""" on wednesday!",positive
"get in the halloween spirit and back chill 3rd edition: a horror roleplaying game, via",neutral
might just watch the 3rd season of american horror story tonight,neutral
"fun friday! gobble gobble .... (i know, it's not even halloween yet!)",positive
"why don't we just tag on """"may have ebola"""" any time we refer to someone. """"the patriots, who all may have contracted ebola, won last night""""",neutral
"foto: youarebeingridiculous: josh hutcherson at lax airport - october 16th, 2014 okay the yokel behind him...",neutral
can't wait for tomorrow. only problem is my usual pub is showing the arsenal game instead.,positive
39 people in the nba are not better than kobe bryant.. the 2nd goat,negative
go to the ahs football game tomorrow to buy halloween fun run tickets,neutral
wesley sneijder has been linked with a free transfer move to chelsea as he may quit galatasaray if he is not paid.,negative
happy friday to those who work outside the home and the weekend means something to. today is 9 fridays till christmas. 6 fridays till advent,positive
i'm only looking forward to tomorrow when the last bell rings & i can go home & take like a 4 hour nap then watch yesterday's ahs.,positive
"kobe bryant looked like his old self against the jazz during a 119-86 loss on thursday, making 10-of-23 from the field and ...",positive
"about to watch american horror story for the 1st time, really hoping its worth it considering how hyped everyone is about it.",positive
i know it isn't even halloween but i'm sitting her listening to holiday wishesfor the 2nd time. i absolutely love it.,positive
i'm excited about gala tomorrow night in la. please financially support -they actually go & rescue children.,positive
astate up 24-0 after the 1st. doing work in the georgia dome!,positive
i'm enjoying american horror story as a creepy drama now. i miss the 1st season when it was actually a horror show.,positive
"i enjoyed kunle afolayan's latest film october 1st , it was brilliant just like phone swap and figurine .",positive
"coming down to arsenal v hull city tomorrow, do you welcome away fans?",neutral
kunle afolayan is under-rated aswear down! october 1 is the movie to watch.,positive
fab we missy! enjoy the gala tomorrow and 's tribute to you. we are all so proud of you! xoxo,positive
i think i may be the only person that thinks ahs is actually awful..,negative
what have you got planned for halloween? friday 31st of october we party with the ghouls and ghosts!,positive
we have had a few leeds united tickets returned which are available on a 1st come 1st served basis to supporters on the database,neutral
i need to see the 2nd episode of ahs now,positive
happy man: kunle afolayan says the response to 'october 1' has been 'very positive' - ynaija,positive
at the minute zvezda fans are too busy securing tickets for the basketball vs galatasaray on thurs and derbi on sat.,neutral
"watch arsenal smash hull tomorrow with sanchez hatrick and wilshere assist, and the sanchez- hazard comparisons will be back!",positive
jacob im scared af because i just finished the 1st episode of asylum from american horror story,negative
"this is streaming on netflix saturday november 15th! we'll be watching, i hope we get selected for the swag to...",positive
for every ebola fearing westerner who is concerned about the ever present threat,neutral
"should be in lax 12 hours and 50 min from now, just in time to see the sun come up and do friday all over again.",neutral
"blood moon: blood moons: """"""""the sun shall be turned into darkness, and the moon into blood, before the great and the t",neutral
"selena's greatest hits album is set to come out november 24th, & it's called 'for you' it will include 2 new songs & 4 old songs she's done.",neutral
"hamp is calling for a christmas market after the success of the rhode lane opening! interested folks, join us 22nd at 5.30pm, sunnyside up!",positive
: landing at no. 40 on the list: kobe bryant. ( ) lmao he'll be number 1 by dec,positive
but that's jlo look how aka did...anyway i'm sure selena has more than 14k fans who would buy it plus black friday,neutral
the official hashtag for the arsenal vs hull game tomorrow is . lolz,positive
ugh just learned a gilmore girls spoiler. does it still count as a spoiler if a show has been off the air for the life-span of a 1st grader?,negative
netflix it is on this friday night.,neutral
football sunday from right behind the falcons bench. huge thanks to ! the georgia dome,positive
"come and join us tomorrow, for an exciting christmas card making demonstration with the fantastic sue burrows. 10am-4pm.",positive
". that all nighter isn't until 29th nov., and as for halloween, i'd like to think we have it covered ;)",positive
could the u.s. have done more to contain the ebola virus?,neutral
toyota was named the best automotive brand worldwide for the 11th straight year!,positive
a statement carnival cruise made about the ebola scare.,neutral
flares!! after all the booing and jeering towards the galatasaray fans on wednesday night? fucking hypocrites,negative
it's october 17th and i just saw a christmas commercial...,neutral
this ensemble will make its debut this sunday in the georgia dome! .,neutral
tickets will be sold at the dance tomorrow for current ahs students only. visitor tickets will already have to be bought and approved.,neutral
i'm dressed as jan off of the toyota commercial for work today...,neutral
"tonight at . tomorrow we'll start there and bus to toyota at 2, or you can meet us at toyota from 4-7",neutral
"ebola """" : it's about a five min delay into downtown cleveland on i-90 eb. accident near w. 25th st. """"",neutral
i'm hanging out at lovecats downunder to share connor's sunday smooch with dana from blood moon!,neutral
i just started watching ahs on netflix on monday and i finished the season just now. i think i have a problem.,neutral
check out the trailer for kunle afolayan's october 1st:,positive
"jk. wasn't sure. but the killers, green day, fall out boy, and foo fighters were all i had on my ipod when i got it in 2nd grade",neutral
trying to watch ahs at a bar and the sun is just hating me,negative
friday got sweeter with baby liam at 6 weeks old!,positive
"would love to go to the christmassy show of christmas at 11am on 14th december, sounds so cute",positive
i miss the 1st season of ahs,positive
for the first day of 7th grade i bought a shirt with green day on the cover of rolling stone magazine i still have it. and i still love it,positive
"friday morn is all about """"good riddance"""" by green day. adieu.",neutral
have a great weekend everyone. make it even better by coming to bootcamp! 9am saturday with liam and 9am sunday with kev!,positive
folks - saturday is gamlingay green day! see you all there from 10am:,positive
"this may seriously be the scariest fu*king clown i've ever seen... well done, ahs, well done...",positive
liam is inspiring when the moon sits in the sky liam is inspiring when the sun sits in the sky he is inspiring when they switch places too,positive
funny cause the arsenal fans booed the galatasaray end on wednesday for letting off flares. now they've done it in the concourse.,negative
"this has been a dope week, finished season 2 of american horror story, beat devil may cry, and bought hella ps2 games. all i care about x)",positive
you may be shocked to learn that kobe bryant does not agree with espn ranking him the nba's 40th best player. video:,negative
1st question: why haven't we closed the borders? 2. why mr. duncan wasn't transfer to any hospital that can handle ebola?,negative
can we just take a moment and realize halloween is a friday,neutral
"it was right next to lax, i sat outside and watched the planes land. perfect.",positive
police say there will be a highly visible presence in rotherham to make sure tomorrow night's derby with leeds united passes without trouble,neutral
christmas with nataniel. 26 - 28 nov.r200 - r150 . main theatre.,neutral
i just want to change the first flight. from sydney to lax. there's one at 1140am on the 30th december.,neutral
"any of the ny times' long-form coverage of ebola, especially the hospitals in africa. or the chemweaps piece from sunday.",neutral
kunle afolayan has raised the bar to another level with october 1. not sure there are many who can meet up or raise the bar in nigeria!!!,positive
"american horror story tonight, denver tomorrow.",neutral
"i like the way the ff have calmed down. at one time,there was more back slapping for no reason than arsenal when they finish 4th every year",positive
my boss asked me if i would work christmas & i'm just like.. heck yes! id work a double christmas day if i could. just not black friday. lol,positive
"i've been told by galatasaray fans that i work with,that was passion on wednesday... to me whoever from our lot had flares smh",positive
"galatasaray led by 3 after the 1st quarter but has gotten smoked, getting outscored 27-10 through the 1st 10 minutes",negative
the second nurse who was diagnosed with ebola after treating thomas eric duncan may have experienced symptoms...,neutral
"if only green day sounded like this, instead of the sort of parody punk group who might have been invented by saturday night live.",negative
nollywood rising with october 1 - kunle afolayan is the most important ambassador the nigerian government does n...,positive
my host moms company had a gala on monday and all of the jonas brothers were there ;),positive
"final vw data due july 31, seen neck-and-neck with toyota",neutral
watchout georgia dome cause the are hungry to see you in december playoff bound,positive
nbc should send nancy snyderman down to interview ebola lab gal on the cruise ship. they may hit it off.,positive
would you like to join us at our annual gala at the sandman signature resort on oct 25? contact our centre at for tickets!,positive
"today 17/10, a live performance by anna vissi at the 25th anniversary gala in canada",neutral
may or may not do liam dm's in the morning. depends how awake i am and how much time idrk but i'll do more tomorrow night for sure so ya,neutral
"if everything was that easily transferable, then arsenal would have transferred two goals from the galatasaray game to sunday",neutral
was leeds united so it was long time ago so lm having my birthday present early when man utd play west brim next monday night,neutral
"nasa to lift the warning over the georgia dome on the oct 25th because they expect """"an atmosphere to be present for the first time ever""""",neutral
: steve nash-g: kobe bryant said thursday he is very concerned,neutral
"wed nite salutes industry employees, thanks """"lax""""always appreciate when those who make our biz tick are thanked",positive
happy friday! two more weeks until halloween! have you seen this fun seasonal image from ?,positive
i may or may not successfully execute watching gilmore girls all day on netflix. i may run out of episodes before i do time.,neutral
"kobe bryant scored 9 points in 1st 7 minutes before taking a rest. by the time he returned with 7:37 left in half, jazz had built 40-24 lead",neutral
want to support a great organization? come to picture the homeless's 15th anniv gala on oct 23. see you there!,positive
i have a chemistry midterm tomorrow so naturally i just watched four episodes of gilmore girls,neutral
"which part? """" : seriously? """" : glad to know my gala isnt on the 5th....but sucks to hear its going to be in denominations",negative
"[july 23] new photo of selena attending the leonardo dicaprio foundation inaugurational gala in saint-tropez, france.",neutral
: 3 tickets all seated together on the halfway line for arsenal v hull tomorrow please dm me,positive
"on november 24, the album will come out of the """"greatest hits"""" selena, called """"for you"""" best hits including +2 new songs. omg whatvhdjd",positive
green day for nursing tomorrow! finally get to use my lasallian shirts again lmao,positive
tomorrow comes out the first part of my kobe bryant highlights mix,neutral
"man, october 1st is a fantastic movie. kunle afolayan, you are one helluva director.",positive
": in october 1, kunle afolayan delivered what's arguably the best film out of nollywood yet. am telling u ...no doubt",positive
"i am betting by jan 1 we will see a story of someone naming their baby """"ebola"""". will you take the over or under on that?",neutral
"favourite film friday... """"jack the bear"""" (1993). a young boy learns that real horror does not necessarily always come from halloween!!!",positive
yay! may i recommend eating it by the spoonful while watching gilmore girls?,positive
if kobe bryant gets 22ppg this season he'll be 3rd all time scoring by christmas,positive
"i should see it """" : in october 1, kunle afolayan delivered what's arguably the best film out of nollywood yet.""""",positive
"first thurs night football in lax and the patriots are playing the jets, and the pats are winning, perfect!",positive
: that clown in american horror story may be the creepiest character in the history of tv,negative
selena's new album will be out on november 24th with only two new songs.,neutral
the april subplot in gilmore girls is possibly the worst subplot in all of tv history,negative
liam playing a five string bass you may as well fuck my ass,negative
